indice_tiempo,medio_de_transporte,pais_origen,viajes_de_turistas_no_residentes
2023-02-01,Fluvial/Marítima,Bolivia,2475
2023-02-01,Fluvial/Marítima,Brasil,26275
2023-02-01,Fluvial/Marítima,Chile,5051
2023-02-01,Fluvial/Marítima,Paraguay,5645
2023-02-01,Fluvial/Marítima,Uruguay,25239
2023-02-01,Fluvial/Marítima,EE.UU. y Canadá,29182
2023-02-01,Fluvial/Marítima,Resto de América,5158
2023-02-01,Fluvial/Marítima,Europa,17393
2023-02-01,Fluvial/Marítima,Resto del mundo,3249
2023-02-01,Terrestre,Bolivia,15745
2023-02-01,Terrestre,Brasil,30949
2023-02-01,Terrestre,Chile,165701
2023-02-01,Terrestre,Paraguay,38669
2023-02-01,Terrestre,Uruguay,62258
2023-02-01,Terrestre,EE.UU. y Canadá,10559
2023-02-01,Terrestre,Resto de América,6729
2023-02-01,Terrestre,Europa,26487
2023-02-01,Terrestre,Resto del mundo,9717
2023-03-01,Aérea,Bolivia,3345.1
2023-03-01,Aérea,Brasil,36357
2023-03-01,Aérea,Chile,27278.4
2023-03-01,Aérea,Paraguay,3320
2023-03-01,Aérea,Uruguay,3570.4
2023-03-01,Aérea,EE.UU. y Canadá,50079.7
2023-03-01,Aérea,Resto de América,34141
2023-03-01,Aérea,Europa,58826
2023-03-01,Aérea,Resto del mundo,11673.3
2023-03-01,Fluvial/Marítima,Bolivia,1878
2023-03-01,Fluvial/Marítima,Brasil,11853
2023-03-01,Fluvial/Marítima,Chile,2866
2023-03-01,Fluvial/Marítima,Paraguay,4754
2023-03-01,Fluvial/Marítima,Uruguay,29474
2023-03-01,Fluvial/Marítima,EE.UU. y Canadá,24356
2023-03-01,Fluvial/Marítima,Resto de América,7186
2023-03-01,Fluvial/Marítima,Europa,17097
2023-03-01,Fluvial/Marítima,Resto del mundo,2818
2023-03-01,Terrestre,Bolivia,11058
2023-03-01,Terrestre,Brasil,26299
2023-03-01,Terrestre,Chile,72848
2023-03-01,Terrestre,Paraguay,29822
2023-03-01,Terrestre,Uruguay,43800
2023-03-01,Terrestre,EE.UU. y Canadá,10580
2023-03-01,Terrestre,Resto de América,7087
2023-03-01,Terrestre,Europa,26766
2023-03-01,Terrestre,Resto del mundo,6338
2023-04-01,Aérea,Bolivia,3196.5
2023-04-01,Aérea,Brasil,46778.5
2023-04-01,Aérea,Chile,27249
2023-04-01,Aérea,Paraguay,4031.3
2023-04-01,Aérea,Uruguay,4393.6
2023-04-01,Aérea,EE.UU. y Canadá,32990.2
2023-04-01,Aérea,Resto de América,35610.5
2023-04-01,Aérea,Europa,45263.7
2023-04-01,Aérea,Resto del mundo,8991.8
2023-04-01,Fluvial/Marítima,Bolivia,1933
2023-04-01,Fluvial/Marítima,Brasil,10318
2023-04-01,Fluvial/Marítima,Chile,1509
2023-04-01,Fluvial/Marítima,Paraguay,4366
2023-04-01,Fluvial/Marítima,Uruguay,52457
2023-04-01,Fluvial/Marítima,EE.UU. y Canadá,4539
2023-04-01,Fluvial/Marítima,Resto de América,6880
2023-04-01,Fluvial/Marítima,Europa,6288
2023-04-01,Fluvial/Marítima,Resto del mundo,1094
2023-04-01,Terrestre,Bolivia,11087
2023-04-01,Terrestre,Brasil,35848
2023-04-01,Terrestre,Chile,98479
2023-04-01,Terrestre,Paraguay,41775
2023-04-01,Terrestre,Uruguay,96702
2023-04-01,Terrestre,EE.UU. y Canadá,5644
2023-04-01,Terrestre,Resto de América,9151
2023-04-01,Terrestre,Europa,18900
2023-04-01,Terrestre,Resto del mundo,4267
2023-05-01,Aérea,Bolivia,3096.6
2023-05-01,Aérea,Brasil,52163.4
2023-05-01,Aérea,Chile,32065.1
2023-05-01,Aérea,Paraguay,3932.5
2023-05-01,Aérea,Uruguay,3932.8
2023-05-01,Aérea,EE.UU. y Canadá,21715.6
2023-05-01,Aérea,Resto de América,31434.5
2023-05-01,Aérea,Europa,26877.3
2023-05-01,Aérea,Resto del mundo,6355.2
2023-05-01,Fluvial/Marítima,Bolivia,1966
2023-05-01,Fluvial/Marítima,Brasil,10571
2023-05-01,Fluvial/Marítima,Chile,1368
2023-05-01,Fluvial/Marítima,Paraguay,4180
2023-05-01,Fluvial/Marítima,Uruguay,47299
2023-05-01,Fluvial/Marítima,EE.UU. y Canadá,2000
2023-05-01,Fluvial/Marítima,Resto de América,5159
2023-05-01,Fluvial/Marítima,Europa,3022
2023-05-01,Fluvial/Marítima,Resto del mundo,722
2023-05-01,Terrestre,Bolivia,10390
2023-05-01,Terrestre,Brasil,28123
2023-05-01,Terrestre,Chile,90709
2023-05-01,Terrestre,Paraguay,30753
2023-05-01,Terrestre,Uruguay,68947
2023-05-01,Terrestre,EE.UU. y Canadá,3377
2023-05-01,Terrestre,Resto de América,7722
2023-05-01,Terrestre,Europa,10575
2023-05-01,Terrestre,Resto del mundo,2179
2023-06-01,Aérea,Bolivia,2517.8
2023-06-01,Aérea,Brasil,64539.5
2023-06-01,Aérea,Chile,34740
2023-06-01,Aérea,Paraguay,3254.3
2023-06-01,Aérea,Uruguay,3825.1
2023-06-01,Aérea,EE.UU. y Canadá,21936.1
2023-06-01,Aérea,Resto de América,29149
2023-06-01,Aérea,Europa,20847.7
2023-06-01,Aérea,Resto del mundo,5781.5
2023-06-01,Fluvial/Marítima,Bolivia,1588
2023-06-01,Fluvial/Marítima,Brasil,12139
2023-06-01,Fluvial/Marítima,Chile,1571
2023-06-01,Fluvial/Marítima,Paraguay,4492
2023-06-01,Fluvial/Marítima,Uruguay,45009
2023-06-01,Fluvial/Marítima,EE.UU. y Canadá,2240
2023-06-01,Fluvial/Marítima,Resto de América,4777
2023-06-01,Fluvial/Marítima,Europa,1932
2023-06-01,Fluvial/Marítima,Resto del mundo,642
2023-06-01,Terrestre,Bolivia,8348
2023-06-01,Terrestre,Brasil,30445
2023-06-01,Terrestre,Chile,35972
2023-06-01,Terrestre,Paraguay,31451
2023-06-01,Terrestre,Uruguay,61430
2023-06-01,Terrestre,EE.UU. y Canadá,2859
2023-06-01,Terrestre,Resto de América,6072
2023-06-01,Terrestre,Europa,4904
2023-06-01,Terrestre,Resto del mundo,1398
2023-07-01,Aérea,Bolivia,4378.5
2023-07-01,Aérea,Brasil,93260.2
2023-07-01,Aérea,Chile,40987.6
2023-07-01,Aérea,Paraguay,4398.9
2023-07-01,Aérea,Uruguay,6399.2
2023-07-01,Aérea,EE.UU. y Canadá,25755.2
2023-07-01,Aérea,Resto de América,35362.4
2023-07-01,Aérea,Europa,20766.5
2023-07-01,Aérea,Resto del mundo,5625.5
2023-07-01,Fluvial/Marítima,Bolivia,3828
2023-07-01,Fluvial/Marítima,Brasil,19244
2023-07-01,Fluvial/Marítima,Chile,2212
2023-07-01,Fluvial/Marítima,Paraguay,6240
2023-07-01,Fluvial/Marítima,Uruguay,67446
2023-07-01,Fluvial/Marítima,EE.UU. y Canadá,2450
2023-07-01,Fluvial/Marítima,Resto de América,6274
2023-07-01,Fluvial/Marítima,Europa,2912
2023-07-01,Fluvial/Marítima,Resto del mundo,703
2023-07-01,Terrestre,Bolivia,15643
2023-07-01,Terrestre,Brasil,53688
2023-07-01,Terrestre,Chile,54076
2023-07-01,Terrestre,Paraguay,50430
2023-07-01,Terrestre,Uruguay,112041
2023-07-01,Terrestre,EE.UU. y Canadá,3098
2023-07-01,Terrestre,Resto de América,7201
2023-07-01,Terrestre,Europa,7045
2023-07-01,Terrestre,Resto del mundo,1325
